p_ID,song_name,country,artist,p_year,overall_place,performance_vid
PER514,Birth Of A New Age,Netherlands,Jeangu Macrooy,2021,23,https://youtube.com/watch?v=o3Da5cr2fTs
PER515,Voy A Quedarme,Spain,Blas Canta³,2021,24,https://youtube.com/watch?v=thV-vhOQHvQ
PER516,I Don't Feel Hate,Germany,Jendrik,2021,25,https://youtube.com/watch?v=1m0VEAfLV4E
PER517,Embers,United Kingdom,James Newman,2021,26,https://youtube.com/watch?v=VxNOynEJ6wc
PER518,Tick-Tock,Croatia,Albina,2021,27,https://youtube.com/watch?v=vKdxjoNluzY
PER519,Amnesia,Romania,Roxen,2021,28,https://youtube.com/watch?v=5ZWcsj_6Log
PER520,a˜ve os pay hinanden,Denmark,Fyr og Flamme,2021,29,https://youtube.com/watch?v=w2ytONrRyww
PER521,Amen,Austria,Vincent Bueno,2021,30,https://youtube.com/watch?v=xV9_pKj8Df8
PER522,The Lucky One,Estonia,Uku Suviste,2021,31,https://youtube.com/watch?v=mhMZQyv_Fhw
PER523,Amen,Slovenia,Ana Soklia,2021,32,https://youtube.com/watch?v=J9jWDxKQ50s
PER524,The Ride,Poland,Rafaa‚,2021,33,
PER525,Technicolour,Australia,Montaigne,2021,34,
PER526,Here I Stand,North Macedonia,Vasil,2021,35,https://youtube.com/watch?v=WRcSHPb_Qwc
PER527,Omaga,Czech Republic,Benny Cristo,2021,36,https://youtube.com/watch?v=cgGRCTUPsqY
PER528,Maps,Republic of Ireland,Lesley Roy,2021,37,https://youtube.com/watch?v=FY2rxbZNvZ0
PER529,You,Georgia,Tornike Kipiani,2021,38,https://youtube.com/watch?v=5qnogt74_F8
PER530,The Moon Is Rising,Latvia,Samanta Ta«na,2021,39,https://youtube.com/watch?v=btA_Tyiyfhc
PER531,Stefania,Ukraine,Kalush Orchestra,2022,1,https://youtube.com/watch?v=F1fl60ypdLs
PER532,Space Man,United Kingdom,Sam Ryder,2022,2,https://youtube.com/watch?v=RZ0hqX_92zI
PER533,SloMo,Spain,Chanel,2022,3,
PER534,Hold Me Closer,Sweden,Cornelia Jakobs,2022,4,
PER535,In Corpore Sano,Serbia,Konstrakta,2022,5,https://youtube.com/watch?v=nBtQj1MfNYA
PER536,Brividi,Italy,Mahmood & Blanco,2022,6,https://youtube.com/watch?v=blEy4xHuMbY
PER537,TrenuleÈ›ul,Moldova,Zdob È™i Zdub & Advahov Brothers,2022,7,https://youtube.com/watch?v=DUqf_zO2QaI
PER538,Die Together,Greece,Amanda Georgiadi Tenfjord,2022,8,https://youtube.com/watch?v=BWeT0nJpB3Y
PER539,"Saudade, saudade",Portugal,Maro,2022,9,https://youtube.com/watch?v=mZtbD47u6yI
PER540,Give That Wolf a Banana,Norway,Subwoolfer,2022,10,https://youtube.com/watch?v=adCU2rQyDeY
PER541,De Diepte,Netherlands,S10,2022,11,https://youtube.com/watch?v=sgOnu7ux2-k
PER542,River,Poland,Ochman,2022,12,https://youtube.com/watch?v=jRVDZ6446eM
PER543,Hope,Estonia,Stefan,2022,13,https://youtube.com/watch?v=GdTpQmMem8U
PER544,Sentimentai,Lithuania,Monika Liu,2022,14,https://youtube.com/watch?v=BVqSTVJhD44
PER545,Not The Same,Australia,Sheldon Riley,2022,15,
PER546,Fade To Black,Azerbaijan,Nadir Rustamli,2022,16,
PER547,Boys Do Cry,Switzerland,Marius Bear,2022,17,https://youtube.com/watch?v=hq2HCmHv5p4
PER548,Llamame,Romania,WRS,2022,18,https://youtube.com/watch?v=nPpuwy79sHs
PER549,Miss You,Belgium,Jaramie Makiese,2022,19,https://youtube.com/watch?v=sB09advfF6E
PER550,Snap,Armenia,Rosa Linn,2022,20,https://youtube.com/watch?v=DAJ6vfmD_ic
PER551,Jezebel,Finland,The Rasmus,2022,21,https://youtube.com/watch?v=LSi9nfr65FE
PER552,Lights Off,Czech Republic,We Are Domi,2022,22,https://youtube.com/watch?v=EGRzSefqOm0
PER553,Með hækkandi sól,Iceland,Systur,2022,23,https://youtube.com/watch?v=G71c48O3j-s
PER554,Fulenn,France,Alvan & Ahez,2022,24,https://youtube.com/watch?v=H1lcGXwOqJI
PER555,Rockstars,Germany,Malik Harris,2022,25,https://youtube.com/watch?v=2BYIou-oWXA
PER556,Guilty Pleasure,Croatia,Mia Dimaiat,2022,26,https://youtube.com/watch?v=9vBQdtW3mJE
PER557,Circles,North Macedonia,Andrea,2022,27,https://youtube.com/watch?v=zvOihqB4eKk
PER558,Sekret,Albania,Ronela Hajati,2022,28,
PER559,Ela,Cyprus,Andromache,2022,29,
PER560,I.M,Israel,Michael Ben David,2022,30,https://youtube.com/watch?v=XgXjPUsjx4Y
PER561,The Show,Denmark,Reddi,2022,31,https://youtube.com/watch?v=cVg6MpVR2Pw
PER562,Eat Your Salad,Latvia,Citi Za“ni,2022,32,https://youtube.com/watch?v=TM0_0WfuxSk
PER563,Stripper,San Marino,Achille Lauro,2022,33,https://youtube.com/watch?v=vCmX64N_sXM
PER564,That's Rich,Republic of Ireland,Brooke Scullion,2022,34,https://youtube.com/watch?v=Kq2AJrWm04s
PER565,I Am What I Am,Malta,Emma Muscat,2022,35,https://youtube.com/watch?v=DFCFM5qtvms
PER566,Halo,Austria,LUM!X & Pia Maria,2022,36,https://youtube.com/watch?v=dMgjHYwXSuo
PER567,Breathe,Montenegro,Vladana,2022,37,https://youtube.com/watch?v=L-ViRVRiGl0
PER568,Intention,Bulgaria,Intelligent Music Project,2022,38,https://youtube.com/watch?v=EwZTI5AoTg4
PER569,Lock Me In,Georgia,Circus Mircus,2022,39,https://youtube.com/watch?v=zXiZAbqETvk
PER570,Disko,Slovenia,LPS,2022,40,https://youtube.com/watch?v=S1tFqoflsT8
PER571,Tattoo,Sweden,Loreen,2023,1,https://youtube.com/watch?v=Vul5zgC5Yvg
PER572,Cha Cha Cha,Finland,Kaarija,2023,2,https://youtube.com/watch?v=rNrgQm5z07U
PER573,Unicorn,Israel,Noa Kirel,2023,3,https://youtube.com/watch?v=r4wbdKmM3bQ
PER574,Due vite,Italy,Marco Mengoni,2023,4,https://youtube.com/watch?v=_iS4STWKSvk
PER575,Queen of Kings,Norway,Alessandra,2023,5,https://youtube.com/watch?v=vSfffjHjdTk
PER576,Heart of Steel,Ukraine,Tvorchi,2023,6,https://youtube.com/watch?v=neIscK1hNxs
PER577,Because of You,Belgium,Gustaph,2023,7,https://youtube.com/watch?v=ORhEoS6d8e4
PER578,Bridges,Estonia,Alika,2023,8,https://youtube.com/watch?v=wO9g5t3VSuw
PER579,Promise,Australia,Voyager,2023,9,https://youtube.com/watch?v=aqtu2GspT80
PER580,My Sister's Crown,Czech Republic,Vesna,2023,10,https://youtube.com/watch?v=bFm-hw2rUeA
PER581,Stay,Lithuania,Monika Linkyta—,2023,11,https://youtube.com/watch?v=68lbEUDuWUQ
PER582,Break a Broken Heart,Cyprus,Andrew Lambrou,2023,12,https://youtube.com/watch?v=zrFUKqTy4zI
PER583,Mama ŠC!,Croatia,Let 3,2023,13,https://youtube.com/watch?v=AyKj8jA0Qoc
PER584,Future Lover,Armenia,Brunette,2023,14,https://youtube.com/watch?v=Co8ZJIejXBA
PER585,Who The Hell Is Edgar?,Austria,Teya & Salena,2023,15,https://youtube.com/watch?v=ZMmLeV47Au4
PER586,Evidemment,France,La Zarra,2023,16,https://youtube.com/watch?v=GWfbEFH9NvQ
PER587,Eaea,Spain,Blanca Paloma,2023,17,https://youtube.com/watch?v=NGnEoSypBhE
PER588,Soarele și luna,Moldova,Pasha Parfeni,2023,18,https://youtube.com/watch?v=jatc6dNgpjs
PER589,Solo,Poland,Blanka,2023,19,https://youtube.com/watch?v=PvQRpV1-ZhY
PER590,Watergun,Switzerland,Remo Forrer,2023,20,https://youtube.com/watch?v=_8-Sbc_GZMc
PER591,Carpe Diem,Slovenia,Joker Out,2023,21,https://youtube.com/watch?v=zDBSIGITdY4
PER592,Duje,Albania,Albina & Familja Kelmendi,2023,22,https://youtube.com/watch?v=mp8OG4ApocI
PER593,Ai Coraacao,Portugal,Mimicat,2023,23,https://youtube.com/watch?v=-uY37gGPkNU
PER594,Samo mi se spava,Serbia,Luke Black,2023,24,https://youtube.com/watch?v=oeIVwYUge8o
PER595,I Wrote A Song,United Kingdom,Mae Muller,2023,25,https://youtube.com/watch?v=tJ21grjN6wU
PER596,Blood & Glitter,Germany,Lord Of The Lost,2023,26,https://youtube.com/watch?v=5I9CYu668jA
PER597,Power,Iceland,Dilja,2023,27,https://youtube.com/watch?v=BhlJXcCv7gw
PER598,Aija,Latvia,Sudden Lights,2023,28,https://youtube.com/watch?v=xAjVA3qwqGk
PER599,Echo,Georgia,Iru,2023,29,https://youtube.com/watch?v=E8kO-QPippo
PER600,What They Say,Greece,Victor Vernicos,2023,30,https://youtube.com/watch?v=qL0EkId_sTY
PER601,We Are One,Republic of Ireland,Wild Youth,2023,31,https://youtube.com/watch?v=ak5Fevs424Y
PER602,Burning Daylight,Netherlands,Mia Nicolai & Dion Cooper,2023,32,https://youtube.com/watch?v=UOf-oKDlO6A
PER603,Breaking My Heart,Denmark,Reiley,2023,33,https://youtube.com/watch?v=04C8E7PUMQo
PER604,Tell Me More,Azerbaijan,TuralTuranX,2023,34,https://youtube.com/watch?v=5dvsr-L3HgY
PER605,Dance (Our Own Party),Malta,The Busker,2023,35,https://youtube.com/watch?v=Apqwl0ayL6A
PER606,D.G.T. (Off and On),Romania,Theodor Andrei,2023,36,https://youtube.com/watch?v=B0fvqAyKPss
PER607,Like An Animal,San Marino,Piqued Jacks,2023,37,https://youtube.com/watch?v=oYvSh-Aj_SY
